alpha_rmse,beta1_rmse,beta2_rmse,psi_rmse,sd,extra_pts,task_id,iter
21.47448093573921,0.4843509567802191,8.120582085514643,9.438583507655654,6.5,1,33,4
19.27026631059787,0.7613444629952518,3.1098929777445363,10.66093022506813,6.5,1,33,5
18.644030431304532,0.7957416735323147,4.643280647322848,10.468291688076553,6.7,1,34,1
20.01341839826489,0.5576051642054408,5.703535564791576,9.29424559343926,6.7,1,34,2
19.91283264471537,0.7549574979564175,2.936962666356759,11.320770382217114,6.7,1,34,3
19.34229834452007,0.6520159492791848,0.5663371788552723,11.812186963566797,6.7,1,34,4
22.01399867905211,0.6047367476009654,0.5326685835827687,13.509925807391438,6.7,1,34,5
20.13527393556196,0.5807456653966547,6.143285180652479,9.56996977375307,6.9,1,35,1
21.100692511820544,0.5547715680641109,8.313594184000271,9.656917551618331,6.9,1,35,2
18.9914569248961,0.6963458061765347,4.660929707372716,10.010038332116489,6.9,1,35,3
21.48019406582827,0.45772238045289537,6.856002944887576,9.438358179397143,6.9,1,35,4
19.998139824299887,0.5292561262242517,6.077979527686131,8.98100451391413,6.9,1,35,5
19.133031453826167,0.7865907211031813,4.227407569938696,10.801744520720424,7.1,1,36,1
20.02964343375015,0.7194412737552776,4.848063515920906,10.722020001006095,7.1,1,36,2
20.257528712019063,0.5546755711667619,6.355540427212588,9.395118419475304,7.1,1,36,3
19.067880937383812,0.7844866908869645,4.326198835197928,10.770968624080956,7.1,1,36,4
21.09762630532752,0.4556695066873827,11.04677633578103,8.955038232350999,7.1,1,36,5
19.87882628119705,0.755522778748332,4.774757505840314,10.8257492179378,7.3,1,37,1
20.237555488878932,0.5631173485181805,8.053596123095595,9.378795461106314,7.3,1,37,2
20.348845674750116,0.5060688407934798,6.686743655694058,9.051305650818442,7.3,1,37,3
13.482860100633994,1.367458182355829,3.607671065256592,11.139459865485248,7.3,1,37,4
21.131635196317077,0.4526114391396855,10.868561346119874,8.758933240796647,7.3,1,37,5
20.0954368782148,0.5530592716008212,0.4733435093894753,11.032824474495197,7.5,1,38,1
17.227825873434114,0.7804512476232414,0.5034977077553501,11.096276107722662,7.5,1,38,2
20.285535278725153,0.5323967950474329,7.101653570577386,9.25946953459446,7.5,1,38,3
19.717809755286495,0.6600414308687873,2.1154681866442493,10.57560217138714,7.5,1,38,4
18.73299693225983,0.628513664130275,5.52249156759131,9.032869855475932,7.5,1,38,5
19.995951929326008,0.5729788834941132,7.514198650350618,9.032927061559391,7.7,1,39,1
21.756142181816532,0.4034293440460104,7.742015340327087,9.121575534488072,7.7,1,39,2
20.212892285478127,0.5619801787136978,6.0158727425140865,9.370029355226562,7.7,1,39,3
20.643328542861063,0.7522176527396982,0.456605399662269,13.465454950551704,7.7,1,39,4
19.406019765458677,0.7117004058031685,4.61124374985152,10.216517112800126,7.7,1,39,5
18.78777898122691,0.7092616700054353,5.601109445522689,9.66188871905595,7.9,1,40,1
18.779554085607295,0.7393593524006992,5.093889879180455,9.901906263370734,7.9,1,40,2
17.790802083720955,1.0243989459502592,1.2630663243787057,12.761353042129272,7.9,1,40,3
19.526592719286732,0.6153763971970414,5.728857433027528,9.273205657553191,7.9,1,40,4
19.46559086166731,0.7811641969442,3.2418050092475896,11.09722899545134,7.9,1,40,5
16.158952189577352,1.2444415357691403,1.0448995648739772,14.46650709170268,8.1,1,41,1
19.52798302679521,0.7989361976544808,3.754211409862504,11.209055824205867,8.1,1,41,2
18.615624907056265,0.8916466503711282,1.8467586631149615,11.821326540096525,8.1,1,41,3
20.50359355315056,0.571233788387273,8.20268637050837,9.364092409074726,8.1,1,41,4
15.576877453561108,1.0779687561773057,3.593235697989096,10.757724722508314,8.1,1,41,5
21.048862198030797,0.4378581542782693,11.614956561298742,8.534042157139723,8.3,1,42,1
17.266813881764644,1.055325004662268,0.9087095338753184,12.557576626567537,8.3,1,42,2
17.525214258515234,0.8387335698466468,0.7631268966149767,12.007001008266794,8.3,1,42,3
